Authors_Name;Affiliation;url_photos
David Fernandez;;https://scholar.google.com/citations?view_op=medium_photo&user=nYjGBk8AAAAJ
David Genest;;
David Gross-Amblard;@irisa.fr;https://scholar.google.com/citations?view_op=medium_photo&user=CFRt7xkAAAAJ
David Grosser;;
David L. Waltz;;
David Pierrot;;
David Taniar;@monash.edu;https://scholar.google.com/citations?view_op=medium_photo&user=M1acg20AAAAJ
David Werner;@duke.edu;https://scholar.google.com/citations?view_op=medium_photo&user=u841DYkAAAAJ
David William Pearson;@phys.ksu.edu;https://scholar.google.com/citations?view_op=medium_photo&user=ywZl01IAAAAJ
Davide Buscaldi;@lipn.univ-paris13.fr;https://scholar.google.com/citations?view_op=medium_photo&user=3qCGWfoAAAAJ
Denis Cavallucci;@insa-strasbourg.fr;https://scholar.google.com/citations?view_op=medium_photo&user=GIbGZnUAAAAJ
Denis Maurel;@univ-tours.fr;https://scholar.google.com/citations?view_op=medium_photo&user=zepcI6gAAAAJ
Dhafer Lahbib;;
Dhouha Grissa;@cpr.ku.dk;https://scholar.google.com/citations?view_op=medium_photo&user=7q2VeQ4AAAAJ
Dhouha-Grissa;@cpr.ku.dk;https://scholar.google.com/citations?view_op=medium_photo&user=7q2VeQ4AAAAJ
Didier Devaurs;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ohogZD8AAAAJ
Didier Dubois;@irit.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Zj5gDOYAAAAJ
Didier Parigot;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=TxS4GE0AAAAJ
Dieudonné Tchuente;;
Dima Mufti-Alchawafa;;
Dimitre Kostadinov;;
Dino Ienco;@irstea.fr;https://scholar.google.com/citations?view_op=medium_photo&user=C8zfH3kAAAAJ
Djamal Belkasmi;@univ-boumerdes.dz;https://scholar.google.com/citations?view_op=medium_photo&user=L996glEAAAAJ
Djamel A. Zighed;;
Djamel Abdelkader Zighed;;
Domingo S. Rodríguez;@ibb.unesp.br;https://scholar.google.com/citations?view_op=medium_photo&user=kPKz6foAAAAJ
Dominic Forest;@ubc.ca;https://scholar.google.com/citations?view_op=medium_photo&user=JgiabEsAAAAJ
Dominique Besagni;;
Dominique Bouthinon;;
Dominique Cardon;@sciencespo.fr;https://scholar.google.com/citations?view_op=medium_photo&user=B40FPuIAAAAJ
Dominique Fournier;@inra.fr;https://scholar.google.com/citations?view_op=medium_photo&user=k7pJS_cAAAAJ
Dominique Fresneau;;
Dominique Gay;@univ-reunion.fr;https://scholar.google.com/citations?view_op=medium_photo&user=GiIECQQAAAAJ
Dominique Haoyuan Li;;
Dominique Laurent;@u-cergy.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ZTwJqYkAAAAJ
Dominique Lenne;;
Dominique Li;;https://scholar.google.com/citations?view_op=medium_photo&user=RxIk_IMAAAAJ
Domoina Rabarijaona;;
Donato Malerba;@uniba.it;https://scholar.google.com/citations?view_op=medium_photo&user=WQCurSEAAAAJ
Dong (Haoyuan) Li;;
Dorra Ben Ayed Mezghanni;;
Doru Tanasa;;
Driss Aboutajdine;;
Duc Kinh Le Tran;@telecom-bretagne.eu;https://scholar.google.com/citations?view_op=medium_photo&user=Q7GHctIAAAAJ
Dumitru-Clementin Cercel;@cs.pub.ro;https://scholar.google.com/citations?view_op=medium_photo&user=jdsY1HEAAAAJ
Dung Bui;;https://scholar.google.com/citations?view_op=medium_photo&user=6BWU4wkAAAAJ
Dylan Da Conceicao;;
Dylan Koby;;
Edmond Lassalle;@lasalle.edu.sg;https://scholar.google.com/citations?view_op=medium_photo&user=WNzyorUAAAAJ
Edmundo-Pavel Soriano-Morales;;
Eduardo Fraschini;;
Edwige Fangseu Badjio;;
Edwin Diday;@ceremade.dauphine.fr;https://scholar.google.com/citations?view_op=medium_photo&user=91DRaWQAAAAJ
Einoshin Suzuki;@inf.kyushu-u.ac.jp;https://scholar.google.com/citations?view_op=medium_photo&user=2qtUK04AAAAJ
Ekaterina Simonenko;;
Elena Cabrio;@unice.fr;https://scholar.google.com/citations?view_op=medium_photo&user=hEP0YzwAAAAJ
Elias Egho;@orange.com;https://scholar.google.com/citations?view_op=medium_photo&user=5RgM2iEAAAAJ
Elie Prudhomme;;https://scholar.google.com/citations?view_op=medium_photo&user=sJF-oHEAAAAJ
Elisa Fromont;@irisa.fr;https://scholar.google.com/citations?view_op=medium_photo&user=c_7y_6MAAAAJ
Elisabeth Métais;;https://scholar.google.com/citations?view_op=medium_photo&user=RSaa2UwAAAAJ
Elise Desmier;;
Elod Egyed-Zsigmond;@insa-lyon.fr;https://scholar.google.com/citations?view_op=medium_photo&user=f4cZcKkAAAAJ
Eloïse Loubier;;
Elsa Negre;@dauphine.fr;https://scholar.google.com/citations?view_op=medium_photo&user=TcVG9ccAAAAJ
Elvira Romano;@unina2.it;https://scholar.google.com/citations?view_op=medium_photo&user=eh5Ki8IAAAAJ
Elyase Lassouli;;
Emanuel Aldea;;
Emeric Prouteau;;
Emilie Guimier De Neef;;
Emilien Perrin;;
Emmanuel Blanchard;@idu-interactive.com;https://scholar.google.com/citations?view_op=medium_photo&user=G0ErmlIAAAAJ
Emmanuel Coquery;;
Emmanuel Nauer;;
Emmanuel Roux;;https://scholar.google.com/citations?view_op=medium_photo&user=E0I5j2sAAAAJ
Emmanuel Viennet;@univ-paris13.fr;https://scholar.google.com/citations?view_op=medium_photo&user=uyjTaScAAAAJ
Emmanuelle Claeys;@unistra.fr;https://scholar.google.com/citations?view_op=medium_photo&user=RP16YaY6RN0C
Emmanuelle Grislin-Le Strugeon;@uphf.fr;https://scholar.google.com/citations?view_op=medium_photo&user=pHMJdzcAAAAJ
Emna Amdouni;;
Emna Bahri;;
Engelbert Mephu Nguifo;@isima.fr;https://scholar.google.com/citations?view_op=medium_photo&user=bQTK8w4AAAAJ
Enrique Baca-García;@uam.es;https://scholar.google.com/citations?view_op=medium_photo&user=ovDapKgAAAAJ
Eric Anquetil;@irisa.fr;https://scholar.google.com/citations?view_op=medium_photo&user=jOTZkQIAAAAJ
Eric Delaître;;
Eric Desjardin;@univ-reims.fr;https://scholar.google.com/citations?view_op=medium_photo&user=eK5afuYAAAAJ
Eric Fourboul;;
Eric Gressier-Soudan;;
Eric Kergosien;;
Eric Salvat;;
Erick Stattner;@univ-antilles.fr;https://scholar.google.com/citations?view_op=medium_photo&user=rh7Wv-QAAAAJ
Esteban Zimányi;;
Estelle Chaix;@anses.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Qt3TdWMAAAAJ
Estelle Delpech;@airbus.com;https://scholar.google.com/citations?view_op=medium_photo&user=-w3ZYzIAAAAJ
Estelle Pujos-Guillot;;
Esther Galbrun;;
Etienne Corvée;;
Etienne Cuvelier;@ichec.be;https://scholar.google.com/citations?view_op=medium_photo&user=I3oR7CQAAAAJ
Etienne Pichat;;
Eugen Barbu;@port.ac.uk;https://scholar.google.com/citations?view_op=medium_photo&user=f6lno6cAAAAJ
Eya Ben Ahmed;;https://scholar.google.com/citations?view_op=medium_photo&user=mpykFBwAAAAJ
Fabian Suchanek;@telecom-paristech.fr;https://scholar.google.com/citations?view_op=medium_photo&user=djtZhi8AAAAJ
Fabien De Marchi;@univ-lyon1.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ODZucGkAAAAJ
Fabien Gandon;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=PVfj-SAAAAAJ
Fabien Jourdan;@inra.fr;https://scholar.google.com/citations?view_op=medium_photo&user=pbvEidYAAAAJ
Fabien Labernia;@dauphine.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Mhv5NEAAAAAJ
Fabien Palomares;;
Fabien Pesci;;
Fabien Picarougne;@univ-nantes.fr;https://scholar.google.com/citations?view_op=medium_photo&user=rYFOC50AAAAJ
Fabien Rico;@uabc.edu.mx;https://scholar.google.com/citations?view_op=medium_photo&user=-Kch7I0AAAAJ
Fabien Rouge;;
Fabien Tarissan;;
Fabien Torre;@univ-lille.fr;https://scholar.google.com/citations?view_op=medium_photo&user=IAx6N4EAAAAJ
Fabio B. Losa;;
Fabio Porto;@lncc.br;https://scholar.google.com/citations?view_op=medium_photo&user=9u6ir0EAAAAJ
Fabrice Clérot;@orange.com;https://scholar.google.com/citations?view_op=medium_photo&user=fH8Te2oAAAAJ
Fabrice Estievenart;;
Fabrice Gadaud;;
Fabrice Guillet;@univ-nantes.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Psldcdc0Y5cC
Fabrice Muhlenbach;;
Fabrice Popineau;@centralesupelec.fr;https://scholar.google.com/citations?view_op=medium_photo&user=GnAp7uoAAAAJ
Fabrice Rossi;@univ-paris1.fr;https://scholar.google.com/citations?view_op=medium_photo&user=SrbBAwcAAAAJ
Fabrizio Gotti;;
Fadhela Kerdjoudj;;
Fadi Badra;@fadi.lautre.net;https://scholar.google.com/citations?view_op=medium_photo&user=spS4P1gAAAAJ
Fadi Chakik;;
Fadi Dornaika;@ehu.es;https://scholar.google.com/citations?view_op=medium_photo&user=XqkCIQMAAAAJ
Fadila Bentayeb;@univ-lyon2.fr;https://scholar.google.com/citations?view_op=medium_photo&user=pFLKPvsAAAAJ
Faiza Abbaci;@amu.ac.in;https://scholar.google.com/citations?view_op=medium_photo&user=vXsT9XsAAAAJ
Faiza Ghozzi;@isimsf.rnu.tn;https://scholar.google.com/citations?view_op=medium_photo&user=evrFyj8AAAAJ
Fanny Chevalier;@dgp.toronto.edu;https://scholar.google.com/citations?view_op=medium_photo&user=qc6jW8sAAAAJ
Faouzi Boufarès;;
Faouzi Mhamdi;;
Faouzia Benabbou;;
Faraz Zaidi;@pafkiet.edu.pk;https://scholar.google.com/citations?view_op=medium_photo&user=JoGOcbUAAAAJ
Farid Cerbah;;
Fatiha Barigou;;
Fatiha Saïs;@lri.fr;https://scholar.google.com/citations?view_op=medium_photo&user=gsoKWy4AAAAJ
Fatima-Zahra Aazi;@esca.ma;https://scholar.google.com/citations?view_op=medium_photo&user=_DIUKLUAAAAJ
Fatma Bouali;@univ-chlef.dz;https://scholar.google.com/citations?view_op=medium_photo&user=k9aWCBkAAAAJ
Fatma Chamekh;;
Fatma Hamdi;@ucd.ac.ma;https://scholar.google.com/citations?view_op=medium_photo&user=uAvjPEEAAAAJ
Fatma Karem;@isbs.usf.tn;https://scholar.google.com/citations?view_op=medium_photo&user=fzuWRu4AAAAJ
Fatma Kaâbi;;
Fayrouz Soualah Alila;@checksem.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ysyJ5rwAAAAJ
Fayrouz Soualah-Alila;@checksem.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ysyJ5rwAAAAJ
Fayçal Hamdi;@cnam.fr;https://scholar.google.com/citations?view_op=medium_photo&user=kQvdqQMAAAAJ
Fazia Bellal;;
Faïez Gargouri;@isims.usf.tn;https://scholar.google.com/citations?view_op=medium_photo&user=G5OkDS0AAAAJ
Federico Del Razo López;@toluca.tecnm.mx;https://scholar.google.com/citations?view_op=medium_photo&user=x5sOhNQAAAAJ
Federico Ulliana;;
Fethi Belghaouti;;
Filip Florea;@up.edu.ph;https://scholar.google.com/citations?view_op=medium_photo&user=TqFSq7IAAAAJ
Filipe Afonso;@alumnos.utalca.cl;https://scholar.google.com/citations?view_op=medium_photo&user=qhyu8hsAAAAJ
Filipe M. de Melo;@unifesp.br;https://scholar.google.com/citations?view_op=medium_photo&user=41eI75YAAAAJ
Fionn Murtagh;@hud.ac.uk;https://scholar.google.com/citations?view_op=medium_photo&user=TXVjaz4AAAAJ
Flavien Balbo;@emse.fr;https://scholar.google.com/citations?view_op=medium_photo&user=R7lj1mMAAAAJ
Flavien Bouillot;@pikoweb.net;https://scholar.google.com/citations?view_op=medium_photo&user=qtzLzb8AAAAJ
Flavien Huynh;;
Florence Cloppet;;
Florence D'Alche-Buc;@telecom-paristech.fr;https://scholar.google.com/citations?view_op=medium_photo&user=-qbL7z0AAAAJ
Florence Galtier;;
Florence Le Ber;;
Florence Mendes;@u-bourgogne.fr;https://scholar.google.com/citations?view_op=medium_photo&user=AmaHv6sAAAAJ
Florence Sedes;@irit.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Dmv9sz8AAAAJ
Florent Domenach;@aiu.ac.jp;https://scholar.google.com/citations?view_op=medium_photo&user=m7TvV9AAAAAJ
Florent Lalys;@therenva.com;https://scholar.google.com/citations?view_op=medium_photo&user=8JnMqmUAAAAJ
Florent Masseglia;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=X_mATf8AAAAJ
Florian De Vuyst;@utc.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ypmIHbcAAAAJ
Florian Guillochon;;
Fosca Giannotti;@isti.cnr.it;https://scholar.google.com/citations?view_op=medium_photo&user=PKz_a_AAAAAJ
Fouad Badran;;
Francesca Bugiotti;@centralesupelec.fr;https://scholar.google.com/citations?view_op=medium_photo&user=y92izUMAAAAJ
Francesca De Domenico;;
Francisco de Assis Tenório de Carvalho;@cin.ufpe.br;https://scholar.google.com/citations?view_op=medium_photo&user=7t7NjEUAAAAJ
Franck Le Gall;;
Franck Meyer;@uni-due.de;https://scholar.google.com/citations?view_op=medium_photo&user=6Tiivf8AAAAJ
Franck Ravat;@irit.fr;https://scholar.google.com/citations?view_op=medium_photo&user=lHmJPVcAAAAJ
Franck Thollard;@univ-grenoble-alpes.fr;https://scholar.google.com/citations?view_op=medium_photo&user=J2112PMAAAAJ
Francky Trichet;;
Francois Queyroi;@univ-nantes.fr;https://scholar.google.com/citations?view_op=medium_photo&user=0X75uuUAAAAJ
Frank Meyer;@uni-due.de;https://scholar.google.com/citations?view_op=medium_photo&user=6Tiivf8AAAAJ
François Brémond;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=h-oGBzsAAAAJ
François Capman;;
François Di Cioccio;;
François Jacquenet;@univ-st-etienne.fr;https://scholar.google.com/citations?view_op=medium_photo&user=HPhooYQAAAAJ
François Meunier;;
François Nel;@uclan.ac.uk;https://scholar.google.com/citations?view_op=medium_photo&user=cc6l4QYAAAAJ
François Petitjean;@monash.edu;https://scholar.google.com/citations?view_op=medium_photo&user=38203_YAAAAJ
François Poulet;@ias.u-psud.fr;https://scholar.google.com/citations?view_op=medium_photo&user=CplS8UEAAAAJ
François Radvanyi;;
François Rioult;@unicaen.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ltKApw4AAAAJ
François Role;;
François Rousselot;@unistra.fr;https://scholar.google.com/citations?view_op=medium_photo&user=vX1rS_wAAAAJ
François Scharffe;@columbia.edu;https://scholar.google.com/citations?view_op=medium_photo&user=T5VXoOUAAAAJ
François Sempé;;
François Trousset;;
François-Xavier Jollois;;
François-Élie Calvier;;
Françoise Fessant;@orange.com;https://scholar.google.com/citations?view_op=medium_photo&user=h9nKZZsAAAAJ
Françoise Fogelman-Soulié;@univ-paris13.fr;https://scholar.google.com/citations?view_op=medium_photo&user=S6moyNoAAAAJ
Françoise Giroud;;
Freddy Limpens;@limpica.net;https://scholar.google.com/citations?view_op=medium_photo&user=NPgFP2YAAAAJ
Freddy Lécué;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=GLByS4gAAAAJ
Frederic Cherqui;@insa-lyon.fr;https://scholar.google.com/citations?view_op=medium_photo&user=dcAxPMgAAAAJ
Frédéric Dumonceaux;;
Frédéric Flouvat;@univ-nc.nc;https://scholar.google.com/citations?view_op=medium_photo&user=sT3tk78AAAAJ
Frédéric Fürst;@fau.de;https://scholar.google.com/citations?view_op=medium_photo&user=I-yZ3U0AAAAJ
Frédéric Gilbert;@utas.edu.au;https://scholar.google.com/citations?view_op=medium_photo&user=RYCPHJwAAAAJ
Frédéric Lemoine;@pasteur.fr;https://scholar.google.com/citations?view_op=medium_photo&user=U1ZqfHoAAAAJ
Frédéric Mabille;;
Frédéric Moal;;
Frédéric Pennerath;;
Frédéric Rayar;@univ-tours.fr;https://scholar.google.com/citations?view_op=medium_photo&user=kA12xMsAAAAJ
Frédéric Triou;;
Frédérique Faïta-Aïnseba;;
Frédérique Laforest;@insa-lyon.fr;https://scholar.google.com/citations?view_op=medium_photo&user=dlCqLHsAAAAJ
Frédérique Segond;@bertin.fr;https://scholar.google.com/citations?view_op=medium_photo&user=zBa18xUAAAAJ
Frédérique Silber-Chaussumier;;
Fundulaki Irini;@ics.forth.gr;https://scholar.google.com/citations?view_op=medium_photo&user=ldj4sHYAAAAJ
Gabriel Frey;;
Gamze Saygi;@uva.nl;https://scholar.google.com/citations?view_op=medium_photo&user=LIENEdoAAAAJ
Ganaël Jatteau;;
Gaël Bardury;;
Gaël Beck;;https://scholar.google.com/citations?view_op=medium_photo&user=r_-y35AAAAAJ
Gaël Dias;@unicaen.fr;https://scholar.google.com/citations?view_op=medium_photo&user=47zG0aIAAAAJ
Gaële Simon;@orange.com;https://scholar.google.com/citations?view_op=medium_photo&user=16CXJIIAAAAJ
Gaëlle Hignette;;
Gaëlle Legrand;;
Gaëtan Blain;;
Gaëtan Caillaut;;
George Portides;;
Georges Gardarin;;
Georges Hébrail;@edf.fr;https://scholar.google.com/citations?view_op=medium_photo&user=8YvwV4sAAAAJ
Georges Stamon;;
Georgis Christos;@isye.gatech.edu;https://scholar.google.com/citations?view_op=medium_photo&user=8GOp0bYAAAAJ
Germain Forestier;@uha.fr;https://scholar.google.com/citations?view_op=medium_photo&user=QDtJYqkAAAAJ
Ghada Besbes;;
Ghada Gasmi;;
Ghada Landoulsi;;
Ghada Trabelsi;;https://scholar.google.com/citations?view_op=medium_photo&user=n7T7DdAAAAAJ
Gianluca Quercini;@lri.fr;https://scholar.google.com/citations?view_op=medium_photo&user=jHzU0rIAAAAJ
Giap NGuyen;@vnua.edu.vn;https://scholar.google.com/citations?view_op=medium_photo&user=aR7uDBQAAAAJ
Gilbert Ritschard;@utoronto.ca;https://scholar.google.com/citations?view_op=medium_photo&user=yNnGStwAAAAJ
Gilbert Saporta;;
Gilbert Tindo;;
Gildas Tagny Ngompé;;
Gilles Bernard;@chu-lyon.fr;https://scholar.google.com/citations?view_op=medium_photo&user=GqroW3kAAAAJ
Gilles Falquet;@unige.ch;https://scholar.google.com/citations?view_op=medium_photo&user=K4EqE9oAAAAJ
Gilles Goncalves;@univ-artois.fr;https://scholar.google.com/citations?view_op=medium_photo&user=vA5Yh8EAAAAJ
Gilles Hubert;@irit.fr;https://scholar.google.com/citations?view_op=medium_photo&user=VHTVhSoAAAAJ
Gilles Venturini;@univ-tours.fr;https://scholar.google.com/citations?view_op=medium_photo&user=tHfuFRgAAAAJ
Gilles Zurfluh;@irit.fr;https://scholar.google.com/citations?view_op=medium_photo&user=aTNReucAAAAJ
Giuseppe Berio;;
Giuseppe Las Casas;@unibas.it;https://scholar.google.com/citations?view_op=medium_photo&user=1GbK5hoAAAAJ
Gouenou Coatrieux;@telecom-bretagne.eu;https://scholar.google.com/citations?view_op=medium_photo&user=Di50Q9UAAAAJ
Goverdhan Singh;@rajuvas.org;https://scholar.google.com/citations?view_op=medium_photo&user=NC_xfvIAAAAJ
Grégory Mallet;;
Grégory Smits;@uct.ac.za;https://scholar.google.com/citations?view_op=medium_photo&user=c4c45JwAAAAJ
"Gu&#776;nce Keziban Orman";@gsu.edu.tr;https://scholar.google.com/citations?view_op=medium_photo&user=4KWtCFkAAAAJ
Guilaine Talens;;
Guillaume Beslon;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=sYwP7rgAAAAJ
Guillaume Bosc;@insa-lyon.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Lq-jsucAAAAJ
Guillaume Cabanac;@univ-tlse3.fr;https://scholar.google.com/citations?view_op=medium_photo&user=4dp38PkAAAAJ
Guillaume Chaslot;@intuitiveai.com;https://scholar.google.com/citations?view_op=medium_photo&user=LSYRmJ4AAAAJ
Guillaume Cleuziou;@univ-orleans.fr;https://scholar.google.com/citations?view_op=medium_photo&user=5ox2mg8AAAAJ
Guillaume Duquesnay;;
Guillaume Husson;;
Guillaume Raschia;;
Guillaume Wisniewski;@linguist.univ-paris-diderot.fr;https://scholar.google.com/citations?view_op=medium_photo&user=knVG9GIAAAAJ
Guillaume Zambrano;;
Guillem Lefait;@holimetrix.com;https://scholar.google.com/citations?view_op=medium_photo&user=Ae6PukoAAAAJ
Guy Lapalme;@iro.umontreal.ca;https://scholar.google.com/citations?view_op=medium_photo&user=0fRlG8oAAAAJ
Guy Melançon;@labri.fr;https://scholar.google.com/citations?view_op=medium_photo&user=OOCp390AAAAJ
Guy Mineau;;
Guy W. Mineau;;
Guénaël Cabanes;@lipn.univ-paris13.fr;https://scholar.google.com/citations?view_op=medium_photo&user=t7ZF6vYAAAAJ
Gérald Gavin;;
Géraldine Polaillon;@centralesupelec.fr;https://scholar.google.com/citations?view_op=medium_photo&user=OMK-KKoAAAAJ
Gérard Dray;@mines-ales.fr;https://scholar.google.com/citations?view_op=medium_photo&user=RMhmwNQAAAAJ
Gérard Govaert;;
Gérard Ramstein;;
Güray Erus;@uphs.upenn.edu;https://scholar.google.com/citations?view_op=medium_photo&user=RNiP4hsAAAAJ
Habib Ounalli;;
Hacène Cherfi;;https://scholar.google.com/citations?view_op=medium_photo&user=RHPV6q8AAAAJ
Hadjer Belaicha;;
Hafdalla Hammia;;
Hafida Belbachir;;
Haithem Ghorbel;;
Hajer Baazaoui Zghal;@riadi.rnu.tn;https://scholar.google.com/citations?view_op=medium_photo&user=5W5oewUAAAAJ
Hajer Baazaoui-Zghal;@riadi.rnu.tn;https://scholar.google.com/citations?view_op=medium_photo&user=5W5oewUAAAAJ
Hakim Hacid;@zu.ac.ae;https://scholar.google.com/citations?view_op=medium_photo&user=62FX_zEAAAAJ
Hala Naja;;
Hamdi Ben Hamadou;@irit.fr;https://scholar.google.com/citations?view_op=medium_photo&user=MImSMaQAAAAJ
Hamid Azzoune;@usthb.dz;https://scholar.google.com/citations?view_op=medium_photo&user=dWwdeP4AAAAJ
Hamid Tebri;;
Hanane Azzag;;
Hanen Brahmi;;
Hanine Hamzioui;;
Hans-Hermann Bock;;
Haolin Ren;;https://scholar.google.com/citations?view_op=medium_photo&user=lofI1aMAAAAJ
Harold Vilmart;;
Hassan Badir;@kfupm.edu.sa;https://scholar.google.com/citations?view_op=medium_photo&user=r4RCb8gAAAAJ
Hassan Chouaib;;https://scholar.google.com/citations?view_op=medium_photo&user=2awYTBYAAAAJ
Hassan Saneifar;@univ-montp2.fr;https://scholar.google.com/citations?view_op=medium_photo&user=rqSOEnQAAAAJ
Hatem Haddad;@ulb.ac.be;https://scholar.google.com/citations?view_op=medium_photo&user=l_KmkVcAAAAJ
Hatim Chahdi;@umontpellier.fr;https://scholar.google.com/citations?view_op=medium_photo&user=SCAqlRoAAAAJ
Haïfa Zargayouna;;
Heikki Mannila;;
Hela Masmoudi;;
Helen Purchase;@dcs.gla.ac.uk;https://scholar.google.com/citations?view_op=medium_photo&user=4I7Q3nEAAAAJ
Hemza Ficel;@ensi-uma.tn;https://scholar.google.com/citations?view_op=medium_photo&user=mypUrhAAAAAJ
Henda Ben Ghezela;@ensi.rnu.tn;https://scholar.google.com/citations?view_op=medium_photo&user=G0DfNzkAAAAJ
Henda Ben Ghezela Hadjami;;
Henda Ben Ghézala;;
Henda Hajjami Ben Ghezala;@ensi.rnu.tn;https://scholar.google.com/citations?view_op=medium_photo&user=G0DfNzkAAAAJ
Henri Briand;;
Henri Luchian;;
Henri Ralambondrainy;;
Henri-Maxime Suchier;;
Herman Akdag;@ai.univ-paris8.fr;https://scholar.google.com/citations?view_op=medium_photo&user=y4C76LkAAAAJ
Hervé Janiaut;;
Hervé Martin;@uca.fr;https://scholar.google.com/citations?view_op=medium_photo&user=1FivD6MAAAAJ
Hicham Behja;;
Hicham Hajji;@fke.utm.my;https://scholar.google.com/citations?view_op=medium_photo&user=o8rE1NQAAAAJ
Hicham Laanaya;@um5.ac.ma;https://scholar.google.com/citations?view_op=medium_photo&user=MMgA--AAAAAJ
Hippolyte Léger;;
Hiroshi Ishikawa;@nyumc.org;https://scholar.google.com/citations?view_op=medium_photo&user=Yl6u5eYAAAAJ
Hoang-Tung Tran;;
Hong Diep Tran;@vfu.edu.vn;https://scholar.google.com/citations?view_op=medium_photo&user=JbnMFUMAAAAJ
Hosna Ouni;;
Houda Zaidi;;
Houssem Jerbi;@uoh.edu.sa;https://scholar.google.com/citations?view_op=medium_photo&user=Ev-WeIUAAAAJ
Howard J. Hamilton;@cs.uregina.ca;https://scholar.google.com/citations?view_op=medium_photo&user=S8kGH3cAAAAJ
Huaiguo Fu;;
Hubert Marteau;;
Hubert Naacke;;
Hubert Polaert;;
Hugo Alatrista Salas;@up.edu.pe;https://scholar.google.com/citations?view_op=medium_photo&user=AAz6BA4AAAAJ
Hunor Albert-Lorincz;;
Hussein T. Al-Natsheh;@ciapple.com;https://scholar.google.com/citations?view_op=medium_photo&user=f5uQ8AMAAAAJ
Hélène Desmier;;
Hélène Gagliardi;;
Hélène Jaudoin;;
Hélène Kirchner;@uab.cat;https://scholar.google.com/citations?view_op=medium_photo&user=d4Yvd0EAAAAJ
Hélène Mathian;;
Ibrahim Chahid;@sbu.ac.ir;https://scholar.google.com/citations?view_op=medium_photo&user=678H5g8AAAAJ
Ibrahim Louhi;@univ-lorraine.fr;https://scholar.google.com/citations?view_op=medium_photo&user=2VX23UQAAAAJ
Idir Chibane;;
Ilef Ben Slima;;
Ilham Berrada;;
Imen Brahmi;;
Imène Brigui-Chtioui;;
Ines Fayech;;
Inès Saad;;
Ioan Marius Bilasco;;
Ioanna Giannopoulou;@med.uoa.gr;https://scholar.google.com/citations?view_op=medium_photo&user=AxbkUqkAAAAJ
Ioannis Partalas;@expedia.com;https://scholar.google.com/citations?view_op=medium_photo&user=c_9-LzMAAAAJ
Iona Vasilescu;;
Isabelle Bloch;@telecom-paristech.fr;https://scholar.google.com/citations?view_op=medium_photo&user=7BFEwr4AAAAJ
Isabelle Mougenot;;
Isabelle Tellier;@univ-paris3.fr;https://scholar.google.com/citations?view_op=medium_photo&user=QnHV_xgAAAAJ
Islem Denden;;
Ismail Elsayad;;https://scholar.google.com/citations?view_op=medium_photo&user=IW_KQkwAAAAJ
Ismail Kassou;@um5.ac.ma;https://scholar.google.com/citations?view_op=medium_photo&user=N7Wd6NkAAAAJ
Israël-César Lerman;;
Issam Falih;@lipn.univ-paris13.fr;https://scholar.google.com/citations?view_op=medium_photo&user=_TsK_EUAAAAJ
Iuri D. Nogueira;;
Ivonne Trebs;;
Iwo Doboszewski;;
Iwona Dudek;;
Jacky Montmain;;https://scholar.google.com/citations?view_op=medium_photo&user=dKwDLPcAAAAJ
Jacques Blanc-Talon;@intradef.gouv.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Xi_unIYAAAAJ
Jacques Chauché;;
Jacques Guyot;;
Jacques Le Maitre;;
Jacques-Henri Sublemontier;;
Jannaï Tokotoko;;
Jason Vallet;;https://scholar.google.com/citations?view_op=medium_photo&user=4Eg-r6AAAAAJ
Jean Baptiste Faddoul;;
Jean Daniel Lan-Sun-Luk;;
Jean Diatta;;
Jean Lieber;@loria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Ey8WsHoAAAAJ
Jean Louis Vitti;;
Jean Martinet;@univ-lille.fr;https://scholar.google.com/citations?view_op=medium_photo&user=dyxxR_gAAAAJ
Jean Petit;@cnrs-imn.fr;https://scholar.google.com/citations?view_op=medium_photo&user=b3BdP4IAAAAJ
Jean Royauté;;
Jean-Baptiste Bohuon;;
Jean-Benoît Griesner;;
Jean-Charles Lamirel;@loria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=qMj5rKgAAAAJ
Jean-Charles Risch;;
Jean-Claude Léon;;https://scholar.google.com/citations?view_op=medium_photo&user=mi8gHS4AAAAJ
